title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
Volcano,1997-04-25,1997,4,Q2,1990s,Action,Contemporary Fiction,PG-13,Original Screenplay,20th Century Fox,20th Century Fox,90000000.0,47546796.0,120100000.0,1.3344444444444445,1,0.6041066111573689,42.0,52.0,-10.0,21313.0,18.31532022829454,18.603835287050213,9.967072494161238
Breakdown,1997-05-02,1997,5,Q2,1990s,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,36000000.0,50159144.0,50159144.0,1.3933095555555555,1,0.0,79.0,,,,17.399029496420383,17.730711388752574,
Austin Powers: International Man of Mystery,1997-05-02,1997,5,Q2,1990s,Comedy,Contemporary Fiction,PG-13,Original Screenplay,New Line,New Line,18000000.0,53883989.0,67683989.0,3.760221611111111,1,0.20388869219868233,,71.0,,74487.0,16.70588231586044,18.030360210650695,11.218379892497046
Warriors of Virtue,1997-05-02,1997,5,Q2,1990s,Action,Contemporary Fiction,PG,Original Screenplay,MGM,MGM,35000000.0,6448817.0,6448817.0,0.18425191428571427,0,0.0,10.0,40.0,-30.0,1202.0,17.37085861945369,15.679407261097415,7.091742115095153
The Fifth Element,1997-05-09,1997,5,Q2,1990s,Action,Science Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,95000000.0,63570862.0,263900000.0,2.7778947368421054,1,0.7591100341038272,72.0,74.0,-2.0,131252.0,18.369387449564815,19.391080801473553,11.78487441843301
Father's Day,1997-05-09,1997,5,Q2,1990s,Comedy,Contemporary Fiction,PG-13,Remake,Warner Bros.,Warner Bros.,85000000.0,28681080.0,35681080.0,0.4197774117647059,0,0.19618240255059544,,48.0,,6654.0,18.258161814454592,17.39013113427628,8.802973456578423
The Lost World: Jurassic Park,1997-05-22,1997,5,Q2,1990s,Action,Science Fiction,PG-13,Based on Book/Short Story,Universal,Universal,75000000.0,229086679.0,786686679.0,10.48915572,1,0.7087955279842739,,60.0,,77124.0,18.132998671500584,20.483340606399025,11.253169795159286
Con Air,1997-06-06,1997,6,Q2,1990s,Action,Contemporary Fiction,R,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,80000000.0,101117573.0,224117573.0,2.8014696625,1,0.5488190789929712,57.0,66.0,-9.0,76052.0,18.197537192638155,19.227681351582557,11.239172595829476
Speed II: Cruise Control,1997-06-13,1997,6,Q2,1990s,Action,Contemporary Fiction,PG-13,Original Screenplay,20th Century Fox,20th Century Fox,110000000.0,48097081.0,150468000.0,1.367890909090909,1,0.6803501010181567,,34.0,,30896.0,18.51599092375669,18.829260994960674,10.338382004668295
Ulee's Gold,1997-06-13,1997,6,Q2,1990s,Drama,Contemporary Fiction,R,Original Screenplay,Orion Pictures,Other,2700000.0,9054736.0,15600000.0,5.777777777777778,1,0.41956820512820514,94.0,70.0,24.0,4041.0,14.808762330974558,16.562781472219765,8.304247465078474
Hercules,1997-06-15,1997,6,Q2,1990s,Adventure,Historical Fiction,G,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,70000000.0,99112101.0,250700000.0,3.5814285714285714,1,0.6046585520542481,84.0,68.0,16.0,21902.0,18.064005800013632,19.33976756312852,9.994333235835704
Dream With The Fishes,1997-06-20,1997,6,Q2,1990s,Drama,Contemporary Fiction,R,Original Screenplay,Sony Pictures Classics,Sony Pictures Classics,1000000.0,542909.0,542909.0,0.542909,0,0.0,58.0,66.0,-8.0,1188.0,13.815510557964274,13.204696997394743,7.080026499922591
Batman & Robin,1997-06-20,1997,6,Q2,1990s,Action,Super Hero,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,125000000.0,107325195.0,238317814.0,1.906542512,1,0.5496551718118731,11.0,35.0,-24.0,81283.0,18.643824295266576,19.289115693786112,11.305692171579992
My Best Friend's Wedding,1997-06-20,1997,6,Q2,1990s,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,46000000.0,126813153.0,287200000.0,6.243478260869566,1,0.5584500243732591,72.0,62.0,10.0,37287.0,17.64415195445337,19.475689395138343,10.526400019413622
The Last Time I Committed Suicide,1997-06-20,1997,6,Q2,1990s,Unknown,Unknown,R,Unknown,Roxie Releasing,Other,4000000.0,12836.0,12836.0,0.003209,0,0.0,,57.0,,1181.0,15.201804919084164,9.460009002229748,7.074116816197362
Face/Off,1997-06-27,1997,6,Q2,1990s,Action,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,80000000.0,112276146.0,241200000.0,3.015,1,0.5345101741293532,93.0,73.0,20.0,102001.0,18.197537192638155,19.301137022817304,11.532737896139919
Men in Black,1997-07-01,1997,7,Q3,1990s,Adventure,Science Fiction,PG-13,Based on Comic/Graphic Novel,Sony Pictures,Sony Pictures,90000000.0,250690539.0,587790539.0,6.5310059888888885,1,0.5735036167365055,91.0,70.0,21.0,119704.0,18.31532022829454,20.191881216208802,11.692777307863254
A Simple Wish,1997-07-11,1997,7,Q3,1990s,Comedy,Fantasy,PG,Original Screenplay,Universal,Universal,28000000.0,8165213.0,8165213.0,0.29161475,0,0.0,27.0,49.0,-22.0,1545.0,17.14771506813948,15.915393371002965,7.3427791893318455
Contact,1997-07-11,1997,7,Q3,1990s,Drama,Science Fiction,PG,Based on Book/Short Story,Warner Bros.,Warner Bros.,90000000.0,100920329.0,165900000.0,1.8433333333333333,1,0.3916797528631706,67.0,73.0,-6.0,73684.0,18.31532022829454,18.926895755160672,11.207540958272109
George Of The Jungle,1997-07-16,1997,7,Q3,1990s,Comedy,Kids Fiction,PG,Based on TV,Walt Disney Pictures,Walt Disney Pictures,55000000.0,105263257.0,174463257.0,3.1720592181818184,1,0.39664512281803843,54.0,53.0,1.0,19685.0,17.822843743196746,18.977224715830964,9.887612203377838
Air Force One,1997-07-25,1997,7,Q3,1990s,Action,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,85000000.0,172956409.0,315268353.0,3.7090394470588235,1,0.45139939561266396,78.0,63.0,15.0,61394.0,18.258161814454592,19.568934748402608,11.02506738949063
Spawn,1997-07-31,1997,7,Q3,1990s,Action,Contemporary Fiction,PG-13,Based on Comic/Graphic Novel,New Line,New Line,40000000.0,54979992.0,87949859.0,2.198746475,1,0.3748711751772109,20.0,48.0,-28.0,21366.0,17.50439001207821,18.29227742596293,9.969556152505833
Air Bud,1997-08-01,1997,8,Q3,1990s,Comedy,Kids Fiction,PG,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,3000000.0,24646936.0,27555061.0,9.185020333333334,1,0.10553868851896209,45.0,46.0,-1.0,4698.0,14.914122846632385,17.13169677905133,8.454892165218858
In the Company of Men,1997-08-01,1997,8,Q3,1990s,Drama,Contemporary Fiction,R,Based on Play,Sony Pictures Classics,Sony Pictures Classics,25000.0,2883661.0,2883661.0,115.34644,1,0.0,89.0,72.0,17.0,7601.0,10.126631103850338,14.87457122540173,8.936035096566041
Def Jam's How To Be a Player,1997-08-06,1997,8,Q3,1990s,Comedy,Contemporary Fiction,R,Original Screenplay,Gramercy,Other,12000000.0,14010363.0,14010363.0,1.16753025,1,0.0,,,,,16.300417207752275,16.455307828041768,
Conspiracy Theory,1997-08-08,1997,8,Q3,1990s,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,80000000.0,76118990.0,137118990.0,1.713987375,1,0.44486908779010115,51.0,65.0,-14.0,35719.0,18.197537192638155,18.736359646975647,10.483438039077837
The Full Monty,1997-08-13,1997,8,Q3,1990s,Comedy,Contemporary Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,3500000.0,45950122.0,257938649.0,73.69675685714286,1,0.8218563903542815,95.0,72.0,23.0,40877.0,15.068273526459642,19.368232320034636,10.618322836666145
Steel,1997-08-15,1997,8,Q3,1990s,Action,Super Hero,PG-13,Based on Comic/Graphic Novel,Warner Bros.,Warner Bros.,16000000.0,1686429.0,1686429.0,0.1054018125,0,0.0,12.0,27.0,-15.0,4409.0,16.588099280204055,14.338123833576011,8.391403185357937
Event Horizon,1997-08-15,1997,8,Q3,1990s,Horror,Science Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,60000000.0,26673242.0,26673242.0,0.4445540333333333,0,0.0,21.0,63.0,-42.0,44671.0,17.909855120186375,17.099171448575426,10.707079800484669
Cop Land,1997-08-15,1997,8,Q3,1990s,Drama,Contemporary Fiction,R,Original Screenplay,Miramax,Miramax,15000000.0,44906632.0,63706632.0,4.2471088,1,0.2951027139529209,71.0,69.0,2.0,35192.0,16.523560759066484,17.969799228152834,10.468574063028555
Sunday,1997-08-22,1997,8,Q3,1990s,Drama,Unknown,Unknown,Unknown,Unknown,Unknown,450000.0,410919.0,450349.0,1.0007755555555555,1,0.08755431898372151,79.0,69.0,10.0,436.0,13.017002861746503,13.017778116714252,6.077642243349034
Money Talks,1997-08-22,1997,8,Q3,1990s,Action,Contemporary Fiction,R,Original Screenplay,New Line,New Line,25000000.0,41076865.0,41076865.0,1.6430746,1,0.0,17.0,57.0,-40.0,8640.0,17.034386382832476,17.530955625604253,9.064157861798101
G.I.Jane,1997-08-22,1997,8,Q3,1990s,Drama,Contemporary Fiction,R,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,50000000.0,48169156.0,48169156.0,0.96338312,0,0.0,,55.0,,23807.0,17.72753356339242,17.6902294571741,10.077734934062509
The Game,1997-09-12,1997,9,Q3,1990s,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Polygram,Other,50000000.0,48265581.0,48265581.0,0.96531162,0,0.0,80.0,77.0,3.0,74136.0,17.72753356339242,17.692229255900884,11.213656523266527
L.A. Confidential,1997-09-19,1997,9,Q3,1990s,Drama,Historical Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,35000000.0,64604977.0,110604977.0,3.1601422,1,0.4158944854714811,99.0,84.0,15.0,165161.0,17.37085861945369,18.521475646040038,12.0146760347165
In & Out,1997-09-19,1997,9,Q3,1990s,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,35000000.0,63826569.0,83226569.0,2.3779019714285714,1,0.23309863945010156,71.0,61.0,10.0,18773.0,17.37085861945369,18.237077193755916,9.840174946324362
The Peacemaker,1997-09-26,1997,9,Q3,1990s,Action,Contemporary Fiction,R,Based on Magazine Article,Dreamworks SKG,Dreamworks SKG,50000000.0,41263140.0,62967368.0,1.25934736,1,0.3446900940817472,45.0,58.0,-13.0,21524.0,17.72753356339242,17.95812718190994,9.97692387060931
Soul Food,1997-09-26,1997,9,Q3,1990s,Comedy,Contemporary Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,7500000.0,43492389.0,43492389.0,5.7989852,1,0.0,80.0,64.0,16.0,2636.0,15.830413578506539,17.58809651523342,7.877017895622398
The Ice Storm,1997-09-27,1997,9,Q3,1990s,Drama,Historical Fiction,R,Based on Book/Short Story,Fox Searchlight,Fox Searchlight,18000000.0,8038061.0,16011975.0,0.8895541666666666,0,0.49799690544108394,82.0,75.0,7.0,27544.0,16.70588231586044,16.58884743776438,10.223540005018359
Kiss the Girls,1997-10-03,1997,10,Q4,1990s,Thriller/Suspense,Contemporary Fiction,R,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,27000000.0,60527873.0,60527873.0,2.2417730740740742,1,0.0,32.0,64.0,-32.0,20932.0,17.111347423968603,17.918614527650263,9.949034367492098
Boogie Nights,1997-10-10,1997,10,Q4,1990s,Drama,Historical Fiction,R,Original Screenplay,New Line,New Line,15000000.0,26410771.0,43111725.0,2.874115,1,0.38738774660489694,92.0,79.0,13.0,70962.0,16.523560759066484,17.579305559840666,11.169899801479172
The Sweet Hereafter,1997-10-10,1997,10,Q4,1990s,Drama,Contemporary Fiction,R,Based on Book/Short Story,Fine Line,Other,5000000.0,4306697.0,4306697.0,0.8613394,0,0.0,100.0,78.0,22.0,16280.0,15.424948470398375,15.27568181096947,9.697692639556532
Seven Years in Tibet,1997-10-10,1997,10,Q4,1990s,Drama,Dramatization,PG-13,Based on Real Life Events,Sony Pictures,Sony Pictures,70000000.0,37945884.0,131445884.0,1.8777983428571428,1,0.7113193441644776,59.0,67.0,-8.0,29020.0,18.064005800013632,18.694105796363885,10.27574052643818
Devil's Advocate,1997-10-17,1997,10,Q4,1990s,Drama,Contemporary Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,57000000.0,61007424.0,153007424.0,2.6843407719298247,1,0.6012780138040884,,,,,17.858561825798823,18.84599700105533,
I Know What You Did Last Summer,1997-10-17,1997,10,Q4,1990s,Horror,Contemporary Fiction,R,Based on Book/Short Story,Sony Pictures,Sony Pictures,17000000.0,72250091.0,125250091.0,7.3676524117647055,1,0.4231533851739876,36.0,54.0,-18.0,36807.0,16.64872390202049,18.64582302447589,10.513443323459292
Gattaca,1997-10-24,1997,10,Q4,1990s,Drama,Science Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,36000000.0,12532777.0,12532777.0,0.34813269444444445,0,0.0,82.0,78.0,4.0,70906.0,17.399029496420383,16.34385793040895,11.169110335173754
Critical Care,1997-10-31,1997,10,Q4,1990s,Unknown,Unknown,R,Unknown,Unknown,Unknown,12000000.0,220175.0,220175.0,0.018347916666666665,0,0.0,53.0,60.0,-7.0,895.0,16.300417207752275,12.30217796367366,6.796823718274855
Switchback,1997-10-31,1997,10,Q4,1990s,Action,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,38000000.0,6504442.0,6504442.0,0.17116952631578947,0,0.0,32.0,61.0,-29.0,5141.0,17.45309671769066,15.687995886080312,8.545002892055505
Starship Troopers,1997-11-07,1997,11,Q4,1990s,Action,Science Fiction,R,Based on Book/Short Story,Sony Pictures,Sony Pictures,100000000.0,54768952.0,121100000.0,1.211,1,0.5477378034682081,60.0,71.0,-11.0,83516.0,18.420680743952367,18.612127208523322,11.332793509249266
Mad City,1997-11-07,1997,11,Q4,1990s,Drama,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,50000000.0,10561038.0,10561038.0,0.21122076,0,0.0,37.0,61.0,-24.0,9611.0,17.72753356339242,16.172682126866253,9.170663554823284
Eve's Bayou,1997-11-07,1997,11,Q4,1990s,Drama,Historical Fiction,R,Original Screenplay,Trimark,Other,5000000.0,14843425.0,14843425.0,2.968685,1,0.0,80.0,70.0,10.0,4509.0,15.424948470398375,16.513067564222652,8.413830678421084
Anastasia,1997-11-14,1997,11,Q4,1990s,Musical,Factual,G,Based on Book/Short Story,20th Century Fox,20th Century Fox,53000000.0,58403409.0,139801410.0,2.637762452830189,1,0.5822402005816679,85.0,66.0,19.0,16513.0,17.785802471516394,18.75573347355003,9.711903228462988
The Jackal,1997-11-14,1997,11,Q4,1990s,Thriller/Suspense,Contemporary Fiction,R,Remake,Universal,Universal,60000000.0,54956941.0,159356941.0,2.655949016666667,1,0.6551330575553655,12.0,60.0,-48.0,35540.0,17.909855120186375,18.886657156084198,10.478414101708642
The Man Who Knew Too Little,1997-11-14,1997,11,Q4,1990s,Comedy,Contemporary Fiction,PG,Based on Book/Short Story,Warner Bros.,Warner Bros.,20000000.0,13801755.0,13801755.0,0.69008775,0,0.0,40.0,63.0,-23.0,11307.0,16.811242831518264,16.44030631595456,9.333177281935246
Mortal Kombat: Annihilation,1997-11-21,1997,11,Q4,1990s,Action,Fantasy,PG-13,Based on Game,New Line,New Line,30000000.0,35927406.0,51327406.0,1.7109135333333334,1,0.30003464426002746,7.0,32.0,-25.0,16672.0,17.216707939626428,17.753735397510436,9.721485944553093
Midnight in the Garden of Good and Evil,1997-11-21,1997,11,Q4,1990s,Drama,Contemporary Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,35000000.0,25078937.0,25078937.0,0.7165410571428571,0,0.0,50.0,65.0,-15.0,18960.0,17.37085861945369,17.037538888460734,9.850086775809013
The Rainmaker,1997-11-21,1997,11,Q4,1990s,Drama,Contemporary Fiction,PG-13,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,40000000.0,45916769.0,45916769.0,1.147919225,1,0.0,84.0,69.0,15.0,20514.0,17.50439001207821,17.64234094600184,9.928862858867356
Flubber,1997-11-26,1997,11,Q4,1990s,Comedy,Kids Fiction,PG,Remake,Walt Disney Pictures,Walt Disney Pictures,80000000.0,92993801.0,177993801.0,2.2249225125,1,0.4775447207849671,17.0,46.0,-29.0,18890.0,18.197537192638155,18.997259281807228,9.846387960495555
Alien: Resurrection,1997-11-26,1997,11,Q4,1990s,Action,Science Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,60000000.0,47795018.0,160700000.0,2.6783333333333332,1,0.7025823397635346,,62.0,,66141.0,17.909855120186375,18.89504983070774,11.09954410586509
Deconstructing Harry,1997-12-12,1997,12,Q4,1990s,Romantic Comedy,Contemporary Fiction,R,Original Screenplay,Fine Line,Other,20000000.0,10686841.0,10686841.0,0.53434205,0,0.0,70.0,72.0,-2.0,16820.0,16.811242831518264,16.184523729507333,9.73032393352694
Scream 2,1997-12-12,1997,12,Q4,1990s,Horror,Contemporary Fiction,R,Original Screenplay,Miramax,Miramax,24000000.0,101363301.0,101363301.0,4.223470875,1,0.0,80.0,59.0,21.0,48196.0,16.99356438831222,18.43422166053447,10.783031309043167
Amistad,1997-12-12,1997,12,Q4,1990s,Drama,Dramatization,R,Based on Real Life Events,Dreamworks SKG,Dreamworks SKG,40000000.0,44212592.0,44212592.0,1.1053148,1,0.0,77.0,71.0,6.0,28477.0,17.50439001207821,17.604520193353192,10.25685202289892
The Apostle,1997-12-17,1997,12,Q4,1990s,Drama,Contemporary Fiction,PG-13,Original Screenplay,October Films,Other,5000000.0,20733485.0,21277770.0,4.255554,1,0.025579983240724944,91.0,71.0,20.0,7757.0,15.424948470398375,16.87317342371344,8.956350940490871
Tomorrow Never Dies,1997-12-19,1997,12,Q4,1990s,Action,Contemporary Fiction,PG-13,Based on Book/Short Story,MGM,MGM,110000000.0,125304276.0,339504276.0,3.086402509090909,1,0.6309198886201952,55.0,64.0,-9.0,46650.0,18.51599092375669,19.642997099876347,10.75042820627549
Titanic,1997-12-19,1997,12,Q4,1990s,Thriller/Suspense,Historical Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,200000000.0,600788188.0,1842879955.0,9.214399775,1,0.6739949412494424,82.0,74.0,8.0,240732.0,19.11382792451231,21.33459537786428,12.391439560510088
Mouse Hunt,1997-12-19,1997,12,Q4,1990s,Comedy,Kids Fiction,PG,Original Screenplay,Dreamworks SKG,Dreamworks SKG,38000000.0,61894591.0,61894591.0,1.6288050263157894,1,0.0,,61.0,,14934.0,17.45309671769066,17.940943350961113,9.611395771595648
As Good as it Gets,1997-12-24,1997,12,Q4,1990s,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,50000000.0,148478011.0,314111923.0,6.28223846,1,0.5273085797510463,85.0,78.0,7.0,92240.0,17.72753356339242,19.56525992303709,11.432149154942941
Jackie Brown,1997-12-25,1997,12,Q4,1990s,Drama,Contemporary Fiction,R,Based on Book/Short Story,Miramax,Miramax,12000000.0,39673162.0,72673162.0,6.056096833333333,1,0.4540878515785511,85.0,76.0,9.0,84068.0,16.300417207752275,18.101482713411723,11.339381274147303
Kundun,1997-12-25,1997,12,Q4,1990s,Drama,Dramatization,PG-13,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,28000000.0,5686694.0,5686694.0,0.20309621428571428,0,0.0,76.0,70.0,6.0,10248.0,17.14771506813948,15.55363961791321,9.234837843576571
Wag the Dog,1997-12-25,1997,12,Q4,1990s,Drama,Contemporary Fiction,R,Based on Book/Short Story,New Line,New Line,15000000.0,43057470.0,64252038.0,4.2834692,1,0.32986608144631924,84.0,70.0,14.0,36092.0,16.523560759066484,17.978324001080896,10.493826513114392
The Postman,1997-12-25,1997,12,Q4,1990s,Action,Science Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,80000000.0,17650704.0,17650704.0,0.2206338,0,0.0,10.0,55.0,-45.0,24045.0,18.197537192638155,16.68628622723368,10.087682353711763
Oscar and Lucinda,1997-12-31,1997,12,Q4,1990s,Drama,Historical Fiction,R,Based on Book/Short Story,Fox Searchlight,Fox Searchlight,12500000.0,1612957.0,1612957.0,0.12903656,0,0.0,65.0,67.0,-2.0,3782.0,16.34123920227253,14.29357969835151,8.238008249218403
Firestorm,1998-01-09,1998,1,Q1,1990s,Action,Contemporary Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,19000000.0,8123860.0,8123860.0,0.4275715789473684,0,0.0,,44.0,,2118.0,16.759949537130716,15.910315968643722,7.658227526161352
The Dress,1998-01-16,1998,1,Q1,1990s,Drama,Unknown,Not Rated,Original Screenplay,Attitude Films,Other,2650000.0,16556.0,16556.0,0.00624754716981132,0,0.0,,76.0,,1844.0,14.790070197962406,9.714503852868623,7.519692404116539
Hard Rain,1998-01-16,1998,1,Q1,1990s,Action,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,70000000.0,19870567.0,19870567.0,0.2838652428571429,0,0.0,26.0,56.0,-30.0,14375.0,18.064005800013632,16.804750149601496,9.573245865665552
Half Baked,1998-01-16,1998,1,Q1,1990s,Comedy,Contemporary Fiction,R,Original Screenplay,Universal,Universal,8000000.0,17394881.0,17394881.0,2.174360125,1,0.0,29.0,63.0,-34.0,18791.0,15.89495209964411,16.6716865254985,9.841133310789152
Spiceworld,1998-01-23,1998,1,Q1,1990s,Comedy,Contemporary Fiction,PG,Musical Group Movie,Sony Pictures,Sony Pictures,25000000.0,29342592.0,56042592.0,2.24170368,1,0.47642336028997373,,29.0,,18010.0,17.034386382832476,17.84162253104012,9.798682438170001
